Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
34,Postgraduate,In couple,68682,1598,142.23333333333332,No child,No child,919,0,505,99,30,45,"[68682.0,142.23333333333332,1598.0]","[3.1906057188212595,21.073818773095198,2.6504112927001793]","[0.14855130713127881,0.9811752378314939,0.123400412543475]","[0.0018343084897657438,5.8457447488131885e-21,0.9981656915102342,5.8457447488131885e-21]",2,Cluster 2
54,Postgraduate,In couple,43824,186,155.1,Has child,2 children,96,1,42,12,3,32,"[43824.0,155.1,186.0]","[2.035833333648159,22.98019187982469,0.30849593269226117]","[0.08823728882104998,0.9960097393776516,0.01337086109318547]","[0.000296710034024704,0.9806126695016745,1.765908674941803e-21,0.019090620464300816]",1,Cluster 1
41,Postgraduate,In couple,15345,47,155.6,Has child,1 child,5,2,16,3,2,19,"[15345.0,155.6,47.0]","[0.7128482681825257,23.054273736303816,0.07795327331471115]","[0.0309054921278059,0.9995165973906561,0.0033796592939854524]","[0.002579719713291556,6.506035052283527e-21,6.506035052283527e-21,0.9974202802867085]",3,Cluster 3
38,Postgraduate,Alone,23442,27,151.76666666666668,Has child,1 child,2,0,6,8,6,5,"[23442.0,151.76666666666668,27.0]","[1.0889924472293755,22.486312836630525,0.044781667648876616]","[0.04837233629921547,0.9988273926327341,0.001989172554008439]","[7.161230794141234e-05,2.6879842376629825e-22,1.8054306961098405e-22,0.9999283876920586]",3,Cluster 3
45,Undergraduate,In couple,14515,96,153.26666666666668,Has child,1 child,6,4,9,6,36,35,"[14515.0,153.26666666666668,96.0]","[0.6742908186816136,22.7085584060679,0.15922370719600576]","[0.029679435972950117,0.9995348988566443,0.007008355582149748]","[0.009301534210222699,2.2828468562820274e-20,2.2828468562820274e-20,0.9906984657897774]",3,Cluster 3
69,Undergraduate,Alone,31395,64,148.8,Has child,2 children,23,1,25,0,8,7,"[31395.0,148.8,64.0]","[1.458447141061609,22.046760488187715,0.1061491381306705]","[0.06600741160034305,0.9978075673957612,0.004804171268430535]","[3.801685356262353e-05,1.290463260526448e-07,1.2641836119308583e-22,0.9999618541001113]",3,Cluster 3
60,Postgraduate,In couple,75276,1040,154.7,No child,No child,610,105,125,137,42,21,"[75276.0,154.7,1040.0]","[3.4969283959405537,22.92092639464139,1.7249234946233958]","[0.15040409839155366,0.9858369627148086,0.07418955541223216]","[0.00032365148671986373,1.3437487560524307e-10,0.9996763483789052,3.6559604343774656e-21]",2,Cluster 2
51,Postgraduate,Alone,42373,163,143.96666666666667,Has child,2 children,67,5,61,3,8,19,"[42373.0,143.96666666666667,163.0]","[1.9684274791592153,21.33063587555617,0.27034858617655144]","[0.09188394964469315,0.9956897540955122,0.012619563657671846]","[0.00020826705368408443,0.9971553824192724,1.4146672530215945e-21,0.00263635052704365]",1,Cluster 1
65,Postgraduate,In couple,30507,343,149.2,No child,No child,65,36,74,38,20,110,"[30507.0,149.2,343.0]","[1.4171953155714767,22.10602597337101,0.5688930371690623]","[0.06395657787439281,0.9976223856548209,0.025673562023616436]","[0.8537613701127893,0.14623444905581598,2.264682666410787e-18,4.180831394729726e-06]",0,Cluster 0
70,Postgraduate,Alone,55521,446,141.7,Has child,3+ children,416,0,26,0,0,4,"[55521.0,141.7,446.0]","[2.579214643060411,20.99479812618413,0.73972680634811]","[0.12185900945800751,0.9919319085409312,0.03494954409228852]","[0.0001437280404859203,0.9998562087360137,6.322350050825973e-08,2.0357868634035255e-21]",1,Cluster 1
60,Postgraduate,In couple,48006,41,134.03333333333333,Has child,2 children,23,0,11,3,2,2,"[48006.0,134.03333333333333,41.0]","[2.2301071334226346,19.858876326837542,0.0680017916149608]","[0.11159565022259993,0.9937478711986345,0.003402842866982182]","[0.00014210288152576988,0.9998578971184743,2.1474635986199668e-21,5.762634833473756e-19]",1,Cluster 1
53,Postgraduate,Alone,27213,70,155.63333333333333,Has child,1 child,19,3,26,10,9,3,"[27213.0,155.63333333333333,70.0]","[1.2641733412871339,23.05921252673576,0.11610061983042086]","[0.05474002595147295,0.9984879849221134,0.005027278091490644]","[5.3225909412478516e-05,6.965676316139665e-15,1.4060893362635543e-22,0.9999467740905805]",3,Cluster 3
54,Postgraduate,Alone,65808,272,134.36666666666667,Has child,2 children,155,7,80,13,7,10,"[65808.0,134.36666666666667,272.0]","[3.057094743079547,19.908264231156963,0.45113383705534965]","[0.1517419334267222,0.9881664650545668,0.022392476001589647]","[0.006896021545016715,0.9931038656378646,1.1281711871945355e-07,2.775836921515476e-19]",1,Cluster 1
51,Postgraduate,In couple,30351,46,146.3,Has child,1 child,14,0,24,3,3,2,"[30351.0,146.3,46.0]","[1.4099483732556426,21.676351205792088,0.07629469303141942]","[0.06490790026023963,0.9978850777512659,0.0035122763496894956]","[4.298192528101337e-05,1.8448624415785274e-08,1.4105472207384565e-22,0.9999569996260945]",3,Cluster 3
62,Postgraduate,In couple,50437,490,154.03333333333333,Has child,2 children,370,9,92,6,9,4,"[50437.0,154.03333333333333,490.0]","[2.3430386511777157,22.822150586002557,0.812704338812946]","[0.10206428191020718,0.994147668044717,0.03540192762273028]","[0.0002775890063300934,0.999722410993633,3.6781925076664856e-14,2.065760072411782e-21]",1,Cluster 1
43,Undergraduate,Alone,23616,79,153.0,Has child,1 child,4,22,11,3,7,32,"[23616.0,153.0,79.0]","[1.0970755751970365,22.669048082612367,0.13102784238004642]","[0.04833792881982628,0.9988143546389073,0.005773179771361306]","[6.0443166882527536e-05,4.821146927111279e-21,1.4608261064208214e-22,0.9999395568331175]",3,Cluster 3
49,Postgraduate,In couple,53858,915,153.26666666666668,Has child,1 child,407,53,221,58,150,26,"[53858.0,153.26666666666668,915.0]","[2.501960379783282,22.7085584060679,1.51760095921193]","[0.10927346419815105,0.9917994161810123,0.06628143092253479]","[0.004599319217657101,0.9751103945669036,0.02029028621543932,2.6417915911648137e-20]",1,Cluster 1
70,Postgraduate,In couple,66465,1485,148.56666666666666,Has child,1 child,1200,0,204,38,29,14,"[66465.0,148.56666666666666,1485.0]","[3.0876155193712327,22.01218895516412,2.462991720688214]","[0.13806356628187866,0.9842810057644168,0.11013334352918523]","[0.0015258060986909174,5.887506713566424e-21,0.9984741939013091,5.887506713566424e-21]",2,Cluster 2
38,Postgraduate,Alone,46923,369,155.9,Has child,1 child,85,44,54,102,78,6,"[46923.0,155.9,369.0]","[2.179796630037709,23.098722850191294,0.6120161245346472]","[0.09391862601925408,0.9952306022475066,0.026369301028292894]","[0.00022379802013360758,0.999776201979865,1.4141833742411452e-21,1.3622484651389546e-15]",1,Cluster 1
63,Postgraduate,In couple,75072,1073,150.76666666666668,Has child,1 child,583,34,309,0,22,125,"[75072.0,150.76666666666668,1073.0]","[3.487451625219848,22.338149123672274,1.7796566439720227]","[0.15377667679408918,0.984984655594347,0.07847268262173733]","[0.00037431133526754295,1.5498165072980473e-15,0.9996256886647309,3.912042929910734e-21]",2,Cluster 2
82,Postgraduate,In couple,75865,1242,136.36666666666667,No child,No child,483,0,591,156,0,12,"[75865.0,136.36666666666667,1242.0]","[3.524290248658671,20.204591657073465,2.0599567118483244]","[0.17097540233354422,0.9801940089548155,0.09993556226874291]","[0.0009137612742233142,5.683801202787558e-21,0.9990862387257767,5.683801202787558e-21]",2,Cluster 2
50,Undergraduate,In couple,19789,78,140.73333333333332,Has child,1 child,2,5,9,28,6,28,"[19789.0,140.73333333333332,78.0]","[0.9192932146669274,20.85157320365782,0.12936926209675467]","[0.0440438448962132,0.9990103716328239,0.006198152692981043]","[7.829180053451656e-05,1.8263281719427024e-22,1.826051949856004e-22,0.9999217081994655]",3,Cluster 3
31,Postgraduate,In couple,80134,1378,137.86666666666667,No child,No child,966,26,282,52,26,26,"[80134.0,137.86666666666667,1378.0]","[3.722605612416977,20.426837226510838,2.2855236303759994]","[0.17821159713419682,0.9778901300729588,0.10941444215811043]","[0.0011970241784477218,5.700138608702251e-21,0.9988029758215523,5.700138608702251e-21]",2,Cluster 2
44,Postgraduate,Alone,91065,1474,149.76666666666668,No child,No child,822,114,108,179,137,114,"[91065.0,149.76666666666668,1474.0]","[4.230402576868146,22.189985410714023,2.444747337572005]","[0.18618464630028825,0.9766055381331895,0.107596005360887]","[0.0015419632222828988,7.756244477201381e-21,0.9984580367777172,7.756244477201381e-21]",2,Cluster 2
54,Postgraduate,In couple,49505,751,149.4,Has child,2 children,604,0,100,19,0,28,"[49505.0,149.4,751.0]","[2.2997428163164506,22.135658715962663,1.2455937927520868]","[0.1031754488455161,0.9930921437418434,0.05588220462505028]","[0.0006873706503899282,0.9993100517715308,2.5775780792981347e-06,3.9667306054655396e-21]",1,Cluster 1
52,Postgraduate,In couple,37401,48,135.16666666666666,Has child,1 child,19,3,19,3,1,3,"[37401.0,135.16666666666666,48.0]","[1.7374544202212214,20.02679520152356,0.07961185359800288]","[0.08643114737472724,0.9962499547389398,0.003960359345845791]","[0.00013106469513115573,0.08541595040989793,8.047991865635036e-22,0.914452984894971]",3,Cluster 3
42,Postgraduate,In couple,30096,45,134.63333333333333,Has child,1 child,5,3,11,12,5,9,"[30096.0,134.63333333333333,45.0]","[1.3981024098547599,19.947774554612494,0.0746361127481277]","[0.06991613572305182,0.9975458902742399,0.00373239367299366]","[3.2930476712183595e-05,3.011922741637356e-06,1.223086192282111e-22,0.9999640576005463]",3,Cluster 3
43,Postgraduate,In couple,18492,10,134.16666666666666,Has child,1 child,2,2,2,2,1,1,"[18492.0,134.16666666666666,10.0]","[0.8590413929769478,19.878631488565308,0.016585802832917267]","[0.04317400305296931,0.9990672202674653,0.0008335750849709438]","[0.00012541251294782255,3.1007094946337645e-22,3.1007094740656936e-22,0.9998745874870522]",3,Cluster 3
51,Postgraduate,In couple,82584,1435,146.36666666666667,No child,No child,1076,68,103,29,91,68,"[82584.0,146.36666666666667,1435.0]","[3.83641977058232,21.68622878665597,2.3800627065236277]","[0.17319247039178523,0.9790095353596558,0.107446255748916]","[0.0010918692388530837,5.463186616895108e-21,0.998908130761147,5.463186616895108e-21]",2,Cluster 2
84,Postgraduate,In couple,93027,2119,148.1,No child,No child,1285,42,716,55,0,21,"[93027.0,148.1,2119.0]","[4.32154681291729,21.943045889116938,3.514531620295169]","[0.1908893550692071,0.9692580132436288,0.15524225547277912]","[0.9877299063086998,2.4467862502661224e-18,0.012270093691300119,2.4467862502661224e-18]",0,Cluster 0
72,Postgraduate,In couple,48686,20,140.26666666666668,Has child,3+ children,10,0,7,2,0,1,"[48686.0,140.26666666666668,20.0]","[2.2616963691583214,20.782430137610643,0.03317160566583453]","[0.10818841938885973,0.9941291405460563,0.001586766302725564]","[0.00018589829531468795,0.9998141017046593,2.5317242726813506e-21,2.6045682310571564e-14]",1,Cluster 1
39,Postgraduate,In couple,92910,1795,135.56666666666666,No child,No child,551,137,792,179,103,33,"[92910.0,135.56666666666666,1795.0]","[4.316111606180415,20.086060686706862,2.9771516085086493]","[0.20791375015325045,0.9675765096525708,0.14341398281116205]","[0.998705047860449,2.4540918731162316e-18,0.0012949521395509136,2.4540918731162316e-18]",0,Cluster 0
36,Postgraduate,In couple,75433,1188,136.2,Has child,1 child,800,0,297,0,34,57,"[75433.0,136.2,1188.0]","[3.504221793014823,20.179897704913753,1.9703933765505712]","[0.1703025451210174,0.9807278598287208,0.09575963701414549]","[0.00080567802237062,5.687842205556586e-21,0.9991943219776295,5.687842205556586e-21]",2,Cluster 2
36,Undergraduate,In couple,10404,43,135.23333333333332,Has child,1 child,2,2,11,10,6,12,"[10404.0,135.23333333333332,43.0]","[0.48331530675601153,20.03667278238744,0.07131895218154424]","[0.024114368000291084,0.9997028735111487,0.003558363317404967]","[0.4914575211933115,1.3957110991974052e-18,1.3957110991974052e-18,0.5085424788066886]",3,Cluster 3
57,Postgraduate,In couple,61314,1008,147.7,Has child,1 child,378,0,189,97,172,172,"[61314.0,147.7,1008.0]","[2.8483270586734033,21.883780403933635,1.6718489255580604]","[0.12869953181701282,0.988802280902503,0.07554124563501183]","[0.0007875745385762041,0.0001741401267181107,0.9990382853347057,5.864119053426637e-21]",2,Cluster 2
64,Postgraduate,Alone,84865,1688,147.23333333333332,No child,No child,1248,16,349,43,16,16,"[84865.0,147.23333333333332,1688.0]","[3.942383074572176,21.814637337886452,2.7996835181964346]","[0.17643951859717424,0.9763039353263038,0.12529853208864736]","[0.0019801600108125487,6.327132358838358e-21,0.9980198399891874,6.327132358838358e-21]",2,Cluster 2
36,Postgraduate,In couple,42387,684,153.63333333333333,Has child,1 child,235,0,235,19,4,191,"[42387.0,153.63333333333333,684.0]","[1.969077845777303,22.762885100819258,1.1344689137715411]","[0.08607599083789318,0.9950535442689293,0.04959201386429991]","[0.002289012987360313,0.9977109870126386,1.1840776675117447e-15,8.82048891028606e-21]",1,Cluster 1
58,Undergraduate,In couple,67309,1082,150.76666666666668,Has child,2 children,515,47,181,149,95,95,"[67309.0,150.76666666666668,1082.0]","[3.1268233354902324,22.338149123672274,1.7945838665216483]","[0.13818866120481618,0.9872252410799665,0.07931089010358443]","[0.00046129310144488053,1.5064122177918375e-08,0.999538691834433,3.73778461049251e-21]",2,Cluster 2
61,Postgraduate,In couple,75236,1068,140.56666666666666,Has child,1 child,438,66,400,12,38,114,"[75236.0,140.56666666666666,1068.0]","[3.4950702056031604,20.826879251498113,1.7713637425555642]","[0.1649219663782204,0.9827584791207554,0.0835853858171447]","[0.0004916841965152238,4.929299966036618e-21,0.9995083158034849,4.929299965779565e-21]",2,Cluster 2
55,Postgraduate,Alone,30015,57,138.26666666666668,Has child,1 child,25,0,22,2,3,5,"[30015.0,138.26666666666668,57.0]","[1.3943395744215383,20.48610271169414,0.09453907614762842]","[0.0679048800255218,0.9976811763412995,0.004604089808030921]","[3.449229952551047e-05,7.612501164845289e-07,1.204946843654641e-22,0.999964746450358]",3,Cluster 3
69,Postgraduate,In couple,50943,46,145.8,Has child,1 child,31,0,7,2,0,6,"[50943.0,145.8,46.0]","[2.3665447589457416,21.602269349312962,0.07629469303141942]","[0.10889855576559149,0.9940466684633792,0.0035107647350823674]","[0.00014595021134151696,0.9998540497886529,1.9987096367608215e-21,5.57765524399521e-15]",1,Cluster 1
59,Postgraduate,Alone,67272,733,139.7,Has child,1 child,357,35,271,28,28,14,"[67272.0,139.7,733.0]","[3.1251045094281436,20.69847070026763,1.2157393476528355]","[0.14903924438223165,0.9871300059658311,0.0579797805779884]","[0.0005274369800292418,0.0015342297444670087,0.9979383332755037,9.066086335145717e-21]",2,Cluster 2
76,Postgraduate,Alone,51529,467,143.2,Has child,1 child,400,4,35,6,0,22,"[51529.0,143.2,467.0]","[2.393767247388554,21.217043695621506,0.7745569922972364]","[0.11203787362301652,0.9930424366936002,0.03625236267707006]","[0.00022970017368685927,0.999770299161029,6.652842157225063e-10,2.3377298307370496e-21]",1,Cluster 1
54,Postgraduate,In couple,32011,122,143.73333333333332,Has child,1 child,99,0,15,2,1,5,"[32011.0,143.73333333333332,122.0]","[1.4870632722574668,21.296064342532574,0.20234679456159066]","[0.06965533104595521,0.9975260901327937,0.009478099031979314]","[9.064883432407759e-05,8.26083073152567e-05,3.1622791501418075e-22,0.9998267428583607]",3,Cluster 3
39,Undergraduate,In couple,7500,36,150.26666666666668,Has child,1 child,1,11,5,4,6,9,"[7500.0,150.26666666666668,36.0]","[0.348410688261254,22.26406726719315,0.05970889019850216]","[0.015647041396859625,0.999873981853902,0.002681512101017847]","[0.9999995615498561,3.73198784091055e-18,3.73198784091055e-18,4.384501439353717e-07]",0,Cluster 0
36,Postgraduate,In couple,28691,34,145.36666666666667,Has child,1 child,5,4,13,8,0,4,"[28691.0,145.36666666666667,34.0]","[1.3328334742538184,21.53806507369772,0.056391729631918706]","[0.06176433270185894,0.9980873399888972,0.0026132278472140317]","[5.565412361315112e-05,1.9001706346292822e-10,1.718083882505095e-22,0.9999443456863697]",3,Cluster 3
77,Postgraduate,In couple,56223,156,139.73333333333332,Has child,1 child,77,28,31,16,0,4,"[56223.0,139.73333333333332,156.0]","[2.6118258834816643,20.70340949069957,0.25873852419350934]","[0.12515272123340979,0.9920600193748879,0.012398158160362474]","[9.54832158374191e-05,0.9999045167841626,2.3497518315258906e-20,2.08496220274464e-21]",1,Cluster 1
79,Postgraduate,In couple,18100,14,144.26666666666668,No child,No child,3,1,2,4,3,1,"[18100.0,144.26666666666668,14.0]","[0.840831127670493,21.375084989443646,0.023220123966084173]","[0.039306549526366016,0.9992266093853529,0.0010854771221539723]","[0.00019094738338147163,4.685458666118045e-22,4.685458666118029e-22,0.9998090526166186]",3,Cluster 3
36,Postgraduate,Alone,30279,37,151.56666666666666,Has child,1 child,10,4,14,4,4,1,"[30279.0,151.56666666666666,37.0]","[1.4066036306483345,22.456680094038873,0.06136747048179389]","[0.06251356953869106,0.9980403875537945,0.0027273494464172244]","[5.316150276055311e-05,5.793115387371192e-10,1.665854176350771e-22,0.999946837917928]",3,Cluster 3
51,Undergraduate,In couple,20130,34,136.83333333333334,No child,No child,0,6,3,7,6,12,"[20130.0,136.83333333333334,34.0]","[0.9351342872932057,20.273734723120647,0.056391729631918706]","[0.04607624123564478,0.9989340617098791,0.0027785516727619]","[6.506561228128974e-05,1.5977695140809638e-22,1.595347182823702e-22,0.9999349343877187]",3,Cluster 3
66,Postgraduate,Alone,23295,20,145.06666666666666,No child,No child,0,0,1,2,12,5,"[23295.0,145.06666666666666,20.0]","[1.0821635977394548,21.493615959810242,0.03317160566583453]","[0.05028438726869009,0.9987337505949,0.0015413694094954158]","[7.903770573862274e-05,1.0413671270717865e-20,2.042821574774813e-22,0.9999209622942613]",3,Cluster 3
53,Postgraduate,Alone,42618,192,142.13333333333333,Has child,1 child,76,14,74,13,5,10,"[42618.0,142.13333333333333,192.0]","[1.9798088949757495,21.059002401799372,0.3184474143920115]","[0.09358914357219782,0.9954970928107693,0.015053584647165755]","[0.00017535822964773166,0.999790588167026,1.232975024921734e-21,3.405360332631852e-05]",1,Cluster 1
61,Postgraduate,Alone,81246,1379,139.43333333333334,No child,No child,398,190,537,61,156,37,"[81246.0,139.43333333333334,1379.0]","[3.774263303796512,20.658960376812097,2.287182210659291]","[0.1786626941240851,0.9779353536387433,0.10826858192379601]","[0.0011748841869195128,5.785785196867889e-21,0.9988251158130805,5.785785196867889e-21]",2,Cluster 2
49,Postgraduate,In couple,24027,48,146.2,Has child,1 child,14,7,11,11,0,5,"[24027.0,146.2,48.0]","[1.1161684809137533,21.66153483449626,0.07961185359800288]","[0.051459056580231456,0.9986683603092439,0.003670369616066314]","[5.447609674500511e-05,1.4158843863320176e-18,1.393931270790698e-22,0.999945523903255]",3,Cluster 3
72,Postgraduate,In couple,55707,428,139.66666666666666,Has child,1 child,208,7,82,30,66,35,"[55707.0,139.66666666666666,428.0]","[2.58785522812929,20.693531909835688,0.709872361248859]","[0.12401785233404489,0.9916966593680069,0.03401923133738083]","[0.00012691279185202706,0.9998730126883769,7.451977097477595e-08,1.950317081477142e-21]",1,Cluster 1
70,Postgraduate,Alone,57959,868,147.46666666666667,Has child,1 child,430,16,322,43,24,33,"[57959.0,147.46666666666667,868.0]","[2.692471344124536,21.849208870910047,1.4396476858972187]","[0.12204387621193721,0.9903771672775763,0.06525610174082332]","[0.0017522518502301283,0.6068267586472763,0.39142098950249354,1.4109580568826408e-20]",1,Cluster 1
56,Postgraduate,In couple,56796,1001,149.96666666666667,Has child,1 child,656,38,161,62,47,37,"[56796.0,149.96666666666667,1001.0]","[2.6384444600648242,22.21961815330567,1.6602388635750185]","[0.1175922634695608,0.9903013808417861,0.07399482870415286]","[0.004723573722544332,0.02133809865568223,0.9739383276217735,2.867700913279303e-20]",2,Cluster 2
54,Postgraduate,Alone,36230,59,141.86666666666667,Has child,1 child,14,2,30,8,2,3,"[36230.0,141.86666666666667,59.0]","[1.6830558980940309,21.01949207834384,0.09785623671421187]","[0.07981488152623342,0.9967989012572213,0.0046405968742884345]","[3.186977918750984e-05,0.0025584153462226613,1.5665740123892367e-22,0.9974097148745898]",3,Cluster 3
45,Undergraduate,In couple,70829,431,140.36666666666667,Has child,2 children,141,70,106,72,19,23,"[70829.0,140.36666666666667,431.0]","[3.290344085180848,20.797246508906465,0.7148481020987342]","[0.1561769457232908,0.9871461327841222,0.03393043108916532]","[0.06620503781253827,0.8967889685694639,0.03700599361799788,2.3274560485739177e-18]",1,Cluster 1
49,Postgraduate,In couple,65991,971,155.36666666666667,Has child,1 child,507,19,364,25,47,9,"[65991.0,155.36666666666667,971.0]","[3.0655959638731214,23.01970220328023,1.6104814550762665]","[0.13169098738781104,0.9888737290393984,0.0691825979313985]","[0.0007018603548054959,0.008502173640392116,0.9907959660048022,6.451538166883557e-21]",2,Cluster 2
53,Postgraduate,In couple,38988,348,155.96666666666667,Has child,3+ children,164,24,103,12,3,42,"[38988.0,155.96666666666667,348.0]","[1.8111781218573026,23.108600431055176,0.5771859385855209]","[0.07811295764879303,0.9966336855608894,0.02489302417697922]","[0.0016031021296104202,0.9983968776460093,6.1991925636678276e-21,2.0224380279200183e-08]",1,Cluster 1
59,Undergraduate,Alone,89572,2059,155.1,No child,No child,606,24,974,197,194,64,"[89572.0,155.1,2059.0]","[4.161045622524939,22.98019187982469,3.4150168032976653]","[0.17629873905982665,0.973644420007,0.1446903521149485]","[0.027771644904140243,6.876778460852012e-20,0.9722283550958598,6.876778460852012e-20]",2,Cluster 2
41,Postgraduate,In couple,42207,265,148.5,Has child,1 child,116,11,72,3,17,46,"[42207.0,148.5,265.0]","[1.960715989259033,22.002311374300238,0.43952377507230755]","[0.08874477773327012,0.9958557196590068,0.019893467458293207]","[0.00024868000273028685,0.9997500703062878,1.4118518822579892e-21,1.249690981812364e-06]",1,Cluster 1
73,Postgraduate,In couple,50300,270,134.53333333333333,Has child,1 child,143,15,60,24,23,5,"[50300.0,134.53333333333333,270.0]","[2.336674349272143,19.932958183316668,0.4478166764887662]","[0.11640043627511851,0.9929518118408244,0.022307796775705126]","[0.0001342545068538052,0.9998657454931456,6.160240359813353e-16,1.920194089989899e-21]",1,Cluster 1
43,Undergraduate,In couple,66664,1289,154.76666666666668,No child,No child,398,96,447,220,96,32,"[66664.0,154.76666666666668,1289.0]","[3.0968600162997646,22.930803975505277,2.1379099851630357]","[0.1332697375511015,0.9868002465615919,0.09200244800570218]","[0.000851301853629431,6.438364150840563e-17,0.9991486981463705,4.658960572620911e-21]",2,Cluster 2
61,Postgraduate,In couple,60597,893,139.33333333333334,Has child,1 child,522,0,257,32,16,66,"[60597.0,139.33333333333334,893.0]","[2.8150189968756276,20.644144005516274,1.481112192979512]","[0.1347688017558685,0.9883366875985404,0.07090812379433278]","[0.000515554062615498,0.0006913818831976747,0.9987930640541869,4.8437908994450524e-21]",2,Cluster 2
76,Postgraduate,Alone,70165,926,142.7,No child,No child,161,0,253,199,191,122,"[70165.0,142.7,926.0]","[3.259498125580118,21.14296183914238,1.5358453423281389]","[0.15197356482130644,0.9857871235938938,0.07160853686524687]","[0.0003036663018010389,5.729565015544714e-10,0.9996963331252425,3.776139104065441e-21]",2,Cluster 2
67,Postgraduate,Alone,50520,135,138.43333333333334,Has child,1 child,112,0,6,2,1,14,"[50520.0,138.43333333333334,135.0]","[2.346894396127807,20.510796663853846,0.2239083382443831]","[0.11367394444922764,0.993458915076533,0.010845202087194718]","[0.00010173247582633666,0.9998982675241737,1.5251254993934282e-21,1.5357281519416064e-21]",1,Cluster 1
62,Postgraduate,In couple,80124,1495,133.46666666666667,No child,No child,483,84,398,205,84,241,"[80124.0,133.46666666666667,1495.0]","[3.7221410648326283,19.774916889494534,2.4795775235211313]","[0.18358851728269004,0.9753654168112447,0.1223011038812412]","[0.002463320203467559,8.369860061558464e-21,0.9975366797965325,8.369860061558464e-21]",2,Cluster 2
50,Postgraduate,In couple,33183,120,137.53333333333333,Has child,1 child,7,5,39,17,15,37,"[33183.0,137.53333333333333,120.0]","[1.541508249143092,20.37744932219142,0.1990296339950072]","[0.07542864984923309,0.9971036422273412,0.009738862299683265]","[8.453823546786115e-05,0.00357289552219122,3.460456078429923e-22,0.9963425662423409]",3,Cluster 3
56,Postgraduate,Alone,66582,1288,137.3,No child,No child,789,25,420,16,38,0,"[66582.0,137.3,1288.0]","[3.093050726108108,20.34287778916783,2.136251404879744]","[0.149514676164212,0.983352377386539,0.10326404746935088]","[0.0011072212658850605,5.511479741925173e-21,0.9988927787341149,5.511479741925173e-21]",2,Cluster 2
70,Postgraduate,In couple,75261,1743,147.76666666666668,No child,No child,1239,17,413,23,34,17,"[75261.0,147.76666666666668,1743.0]","[3.4962315745640313,21.89365798479752,2.8909054337774798]","[0.1563697982052235,0.9791991199793076,0.1292964409448587]","[0.0020190712926462457,5.95130795308796e-21,0.9979809287073538,5.95130795308796e-21]",2,Cluster 2
55,Postgraduate,Alone,31880,15,153.56666666666666,Has child,1 child,4,1,5,2,0,3,"[31880.0,153.56666666666666,15.0]","[1.4809776989025036,22.753007519955375,0.0248787042493759]","[0.06495183469216582,0.9978878036319694,0.0010911153401960353]","[7.489389155786186e-05,6.132892415338967e-09,2.52383672071572e-22,0.9999250999755497]",3,Cluster 3
74,Postgraduate,In couple,53790,542,137.2,Has child,2 children,335,42,127,28,5,5,"[53790.0,137.2,542.0]","[2.4988014562097134,20.328061417872004,0.8989505135441158]","[0.12188808419977235,0.9915747629978089,0.043849564603862606]","[0.00015797974843991485,0.9998064177492637,3.560250229636233e-05,1.9233782214616714e-21]",1,Cluster 1
54,Postgraduate,In couple,49269,890,156.13333333333333,Has child,1 child,639,8,166,11,8,58,"[49269.0,156.13333333333333,890.0]","[2.2887794933258294,23.133294383214885,1.4761364521296367]","[0.09826013266902715,0.9931409215237846,0.06337236245204185]","[0.006278832945351193,0.9937049106376565,1.6256416992232287e-05,2.84313592350745e-20]",1,Cluster 1
50,Postgraduate,In couple,61456,1388,148.66666666666666,Has child,1 child,563,76,384,84,192,89,"[61456.0,148.66666666666666,1388.0]","[2.8549236343711497,22.027005326459946,2.3021094332089165]","[0.1278501556292036,0.986420801288267,0.10309384313043045]","[0.0017132863570522685,6.867131478846382e-21,0.9982867136429477,6.86713146214574e-21]",2,Cluster 2
45,Postgraduate,In couple,37406,17,142.1,Has child,1 child,2,0,8,2,2,3,"[37406.0,142.1,17.0]","[1.7376866940133955,21.054063611367432,0.028195864815959353]","[0.08225474843267153,0.996610442955456,0.0013346731463551578]","[9.278311260188403e-05,0.006730977857506826,5.095477352660191e-22,0.9931762390298914]",3,Cluster 3
44,Postgraduate,In couple,56937,906,156.5,Has child,1 child,746,8,125,11,8,8,"[56937.0,156.5,906.0]","[2.6449945810041355,23.187621077966245,1.5026737366623044]","[0.11310009378536753,0.991503777516982,0.06425440027963883]","[0.0019243876684895704,0.9723381051706035,0.025737507160907055,1.2634756743671845e-20]",1,Cluster 1
47,Postgraduate,In couple,38415,44,151.46666666666667,Has child,2 children,22,1,13,4,0,4,"[38415.0,151.46666666666667,44.0]","[1.784559545274143,22.441863722743047,0.07297753246483597]","[0.079268579456951,0.9968480247012684,0.0032415983798805715]","[3.560293340605738e-05,0.0013812708981449714,1.7444077840486745e-22,0.998583126168449]",3,Cluster 3
37,Postgraduate,Alone,20518,25,134.76666666666668,Has child,1 child,4,1,6,4,1,9,"[20518.0,134.76666666666668,25.0]","[0.9531587335659212,19.967529716340263,0.04146450708229317]","[0.04768103933722846,0.9988604587509162,0.002074230370730662]","[7.10496597197975e-05,1.9125832382505719e-22,1.7784239110922175e-22,0.9999289503402803]",3,Cluster 3
